;CustomerKey;GeographyKey;FirstName;LastName;BirthDate;MaritalStatus;Gender;EmailAddress;Education;Occupation;CustomerType;CompanyName;FullName
2571;36;471;Wendy;Dominguez;1948-02-24;Married;Female;wendy12@adventure-works.com;Partial High School;Clerical;Person;;Wendy Dominguez
2572;37;516;Jennifer;Russell;1978-12-18;Married;Female;jennifer93@adventure-works.com;Partial College;Skilled Manual;Person;;Jennifer Russell
2573;38;467;Chloe;Garcia;1977-11-27;Single;Female;chloe27@adventure-works.com;Partial High School;Clerical;Person;;Chloe Garcia
2574;39;648;Diana;Hernandez;1948-03-23;Married;Female;diana2@adventure-works.com;Partial High School;Clerical;Person;;Diana Hernandez
2575;40;706;Marc;Martin;1948-12-17;Married;Male;marc3@adventure-works.com;Partial College;Clerical;Person;;Marc Martin
2576;41;559;Jesse;Murphy;1977-08-01;Married;Male;jesse15@adventure-works.com;Partial College;Skilled Manual;Person;;Jesse Murphy
2577;42;633;Amanda;Carter;1977-10-16;Married;Female;amanda53@adventure-works.com;Partial College;Skilled Manual;Person;;Amanda Carter
2578;43;653;Megan;Sanchez;1977-06-13;Married;Female;megan28@adventure-works.com;Partial College;Skilled Manual;Person;;Megan Sanchez
2579;44;633;Nathan;Simmons;1976-02-24;Married;Male;nathan11@adventure-works.com;Partial College;Skilled Manual;Person;;Nathan Simmons
2580;45;492;Adam;Flores;1949-05-24;Married;Male;adam10@adventure-works.com;Partial High School;Clerical;Person;;Adam Flores
2581;46;509;Leonard;Nara;1950-05-19;Single;Male;leonard18@adventure-works.com;High School;Skilled Manual;Person;;Leonard Nara
2582;47;648;Christine;Yuan;1950-03-22;Married;Female;christine4@adventure-works.com;High School;Skilled Manual;Person;;Christine Yuan
2583;48;632;Jaclyn;Lu;1950-02-27;Married;Female;jaclyn12@adventure-works.com;High School;Skilled Manual;Person;;Jaclyn Lu
2584;49;699;Jeremy;Powell;1950-11-22;Married;Male;jeremy26@adventure-works.com;High School;Skilled Manual;Person;;Jeremy Powell
2585;50;610;Carol;Rai;1980-07-18;Single;Female;carol8@adventure-works.com;Partial High School;Clerical;Person;;Carol Rai
2586;51;493;Alan;Zheng;1951-09-07;Married;Male;alan23@adventure-works.com;High School;Skilled Manual;Person;;Alan Zheng
2587;52;599;Daniel;Johnson;1951-08-04;Single;Male;daniel18@adventure-works.com;High School;Skilled Manual;Person;;Daniel Johnson
2588;53;509;Heidi;Lopez;1951-08-07;Single;Female;heidi19@adventure-works.com;Partial College;Clerical;Person;;Heidi Lopez
2589;54;688;Ana;Price;1980-08-20;Married;Female;ana0@adventure-works.com;Partial College;Skilled Manual;Person;;Ana Price
2590;55;632;Deanna;Munoz;1952-03-10;Married;Female;deanna33@adventure-works.com;Partial College;Skilled Manual;Person;;Deanna Munoz
2591;56;478;Gilbert;Raje;1952-03-05;Married;Male;gilbert35@adventure-works.com;Partial College;Skilled Manual;Person;;Gilbert Raje
2592;57;518;Michele;Nath;1953-04-03;Married;Female;michele19@adventure-works.com;Partial College;Skilled Manual;Person;;Michele Nath
2593;58;646;Carl;Andersen;1953-10-12;Married;Male;carl12@adventure-works.com;Graduate Degree;Management;Person;;Carl Andersen
2594;59;628;Marc;Diaz;1954-04-27;Married;Male;marc6@adventure-works.com;Partial College;Skilled Manual;Person;;Marc Diaz
2595;60;561;Ashlee;Andersen;1954-04-01;Single;Female;ashlee19@adventure-works.com;Partial College;Skilled Manual;Person;;Ashlee Andersen
2596;61;568;Jon;Zhou;1954-03-17;Married;Male;jon28@adventure-works.com;Partial College;Skilled Manual;Person;;Jon Zhou
2597;62;487;Todd;Gao;1954-02-27;Married;Male;todd14@adventure-works.com;Partial College;Skilled Manual;Person;;Todd Gao
2598;63;536;Noah;Powell;1975-09-02;Married;Male;noah5@adventure-works.com;High School;Skilled Manual;Person;;Noah Powell
2599;64;677;Angela;Murphy;1975-04-07;Single;Female;angela41@adventure-works.com;High School;Skilled Manual;Person;;Angela Murphy
2600;65;475;Chase;Reed;1975-12-07;Married;Male;chase21@adventure-works.com;High School;Skilled Manual;Person;;Chase Reed
2601;66;643;Jessica;Henderson;1973-10-09;Married;Female;jessica29@adventure-works.com;Partial College;Skilled Manual;Person;;Jessica Henderson
2602;67;500;Grace;Butler;1973-11-27;Married;Female;grace62@adventure-works.com;Partial College;Professional;Person;;Grace Butler
2603;68;535;Caleb;Carter;1976-09-25;Single;Male;caleb40@adventure-works.com;Partial College;Professional;Person;;Caleb Carter
2604;69;568;Tiffany;Liang;1955-09-23;Single;Female;tiffany17@adventure-works.com;High School;Skilled Manual;Person;;Tiffany Liang
2605;70;487;Carolyn;Navarro;1955-09-21;Single;Female;carolyn30@adventure-works.com;High School;Skilled Manual;Person;;Carolyn Navarro
2606;71;699;Willie;Raji;1955-04-05;Married;Male;willie40@adventure-works.com;High School;Skilled Manual;Person;;Willie Raji
2607;72;637;Linda;Serrano;1955-06-26;Single;Female;linda31@adventure-works.com;High School;Skilled Manual;Person;;Linda Serrano
2608;73;554;Casey;Luo;1955-02-06;Single;Female;casey6@adventure-works.com;High School;Skilled Manual;Person;;Casey Luo
2609;74;553;Amy;Ye;1956-08-14;Single;Female;amy16@adventure-works.com;High School;Skilled Manual;Person;;Amy Ye
2610;75;613;Levi;Arun;1956-08-28;Single;Male;levi6@adventure-works.com;High School;Skilled Manual;Person;;Levi Arun
2611;76;425;Felicia;Jimenez;1957-11-16;Single;Female;felicia4@adventure-works.com;High School;Professional;Person;;Felicia Jimenez
2612;77;706;Blake;Anderson;1957-07-13;Single;Male;blake9@adventure-works.com;High School;Professional;Person;;Blake Anderson
2613;78;510;Leah;Ye;1957-09-19;Single;Female;leah7@adventure-works.com;High School;Professional;Person;;Leah Ye
2614;79;467;Gina;Martin;1974-01-10;Single;Female;gina1@adventure-works.com;High School;Professional;Person;;Gina Martin
2615;80;632;Donald;Gonzalez;1959-03-11;Single;Male;donald20@adventure-works.com;Graduate Degree;Management;Person;;Donald Gonzalez
2616;81;531;Damien;Chander;1959-07-17;Married;Male;damien32@adventure-works.com;Graduate Degree;Management;Person;;Damien Chander
2617;82;470;Savannah;Baker;1966-07-24;Married;Female;savannah39@adventure-works.com;Bachelors;Management;Person;;Savannah Baker
2618;83;631;Angela;Butler;1966-08-04;Single;Female;angela17@adventure-works.com;Graduate Degree;Management;Person;;Angela Butler
2619;84;505;Alyssa;Cox;1966-03-15;Married;Female;alyssa37@adventure-works.com;Graduate Degree;Management;Person;;Alyssa Cox
2620;85;500;Lucas;Phillips;1957-09-12;Single;Male;lucas7@adventure-works.com;Partial High School;Skilled Manual;Person;;Lucas Phillips
2621;86;667;Emily;Johnson;1957-07-19;Single;Female;emily1@adventure-works.com;High School;Professional;Person;;Emily Johnson
2622;87;547;Ryan;Brown;1957-12-23;Married;Male;ryan43@adventure-works.com;Partial College;Professional;Person;;Ryan Brown
2623;88;610;Tamara;Liang;1957-10-03;Married;Female;tamara6@adventure-works.com;Partial College;Professional;Person;;Tamara Liang
2624;89;688;Hunter;Davis;1957-11-25;Married;Male;hunter64@adventure-works.com;Bachelors;Management;Person;;Hunter Davis
2625;90;652;Abigail;Price;1957-02-05;Single;Female;abigail25@adventure-works.com;Bachelors;Management;Person;;Abigail Price
2626;91;653;Trevor;Bryant;1957-12-17;Single;Male;trevor18@adventure-works.com;Partial College;Professional;Person;;Trevor Bryant
2627;92;490;Dalton;Perez;1957-04-04;Married;Male;dalton37@adventure-works.com;Partial College;Professional;Person;;Dalton Perez
2628;93;478;Cheryl;Diaz;1967-05-06;Married;Female;cheryl4@adventure-works.com;Bachelors;Professional;Person;;Cheryl Diaz
2629;94;706;Aimee;He;1967-09-10;Married;Female;aimee13@adventure-works.com;Graduate Degree;Management;Person;;Aimee He
2630;95;471;Cedric;Ma;1962-04-01;Single;Male;cedric15@adventure-works.com;Partial College;Skilled Manual;Person;;Cedric Ma
2631;96;534;Chad;Kumar;1962-09-01;Single;Male;chad9@adventure-works.com;Partial College;Skilled Manual;Person;;Chad Kumar
2632;97;669;Andrés;Anand;1962-08-10;Married;Male;andrés18@adventure-works.com;Bachelors;Professional;Person;;Andrés Anand
2633;98;568;Edwin;Nara;1961-10-27;Married;Male;edwin39@adventure-works.com;Partial College;Skilled Manual;Person;;Edwin Nara
2634;99;679;Mallory;Rubio;1961-05-01;Single;Female;mallory7@adventure-works.com;Partial College;Skilled Manual;Person;;Mallory Rubio
2635;100;534;Adam;Ross;1961-03-08;Married;Male;adam2@adventure-works.com;Bachelors;Professional;Person;;Adam Ross
2636;101;613;Latasha;Navarro;1960-09-15;Single;Female;latasha10@adventure-works.com;Partial College;Skilled Manual;Person;;Latasha Navarro
2637;102;471;Abby;Sai;1965-05-08;Single;Female;abby4@adventure-works.com;Bachelors;Professional;Person;;Abby Sai
2638;103;558;Julia;Nelson;1965-04-21;Single;Female;julia7@adventure-works.com;Bachelors;Professional;Person;;Julia Nelson
2639;104;473;Cassie;Chande;1964-10-17;Single;Female;cassie13@adventure-works.com;Bachelors;Professional;Person;;Cassie Chande
2640;105;487;Edgar;Sara;1964-03-11;Married;Male;edgar11@adventure-works.com;Bachelors;Professional;Person;;Edgar Sara
2641;106;509;Candace;Fernandez;1964-12-28;Single;Female;candace15@adventure-works.com;Bachelors;Professional;Person;;Candace Fernandez
2642;107;568;Jessie;Liu;1964-09-11;Single;Male;jessie9@adventure-works.com;Bachelors;Professional;Person;;Jessie Liu
2643;108;554;Bianca;Lin;1959-09-09;Married;Female;bianca7@adventure-works.com;Bachelors;Professional;Person;;Bianca Lin
2644;109;534;Kari;Alvarez;1963-07-14;Single;Female;kari25@adventure-works.com;Bachelors;Professional;Person;;Kari Alvarez
2645;110;697;Ruben;Kapoor;1963-11-05;Single;Male;ruben1@adventure-works.com;Bachelors;Professional;Person;;Ruben Kapoor
2646;111;473;Curtis;Yang;1962-06-06;Married;Male;curtis5@adventure-works.com;Partial College;Skilled Manual;Person;;Curtis Yang
2647;112;632;Meredith;Gutierrez;1962-02-23;Married;Female;meredith34@adventure-works.com;Partial College;Skilled Manual;Person;;Meredith Gutierrez
2648;113;492;Crystal;Wang;1962-09-09;Married;Female;crystal3@adventure-works.com;Partial College;Skilled Manual;Person;;Crystal Wang
2649;114;531;Micheal;Blanco;1962-02-21;Married;Male;micheal11@adventure-works.com;Bachelors;Professional;Person;;Micheal Blanco
2650;115;679;Leslie;Moreno;1962-05-28;Single;Female;leslie7@adventure-works.com;Partial College;Skilled Manual;Person;;Leslie Moreno
2651;116;554;Alvin;Cai;1962-02-12;Married;Male;alvin20@adventure-works.com;Partial College;Skilled Manual;Person;;Alvin Cai
2652;117;558;Clinton;Carlson;1962-10-07;Married;Male;clinton14@adventure-works.com;Partial College;Skilled Manual;Person;;Clinton Carlson
2653;118;509;April;Deng;1961-02-21;Married;Female;april1@adventure-works.com;Partial College;Skilled Manual;Person;;April Deng
2654;119;648;Alvin;Zeng;1957-07-03;Single;Male;alvin21@adventure-works.com;Partial College;Skilled Manual;Person;;Alvin Zeng
2655;120;534;Evan;James;1935-04-10;Single;Male;evan8@adventure-works.com;Partial College;Clerical;Person;;Evan James
2656;121;558;Beth;Jiménez;1936-08-09;Single;Female;beth8@adventure-works.com;Bachelors;Management;Person;;Beth Jiménez
2657;122;518;Orlando;Suarez;1960-11-18;Married;Male;orlando19@adventure-works.com;Partial College;Skilled Manual;Person;;Orlando Suarez
2658;123;669;Byron;Vazquez;1960-04-02;Married;Male;byron9@adventure-works.com;Partial College;Skilled Manual;Person;;Byron Vazquez
2659;124;699;Philip;Alvarez;1960-06-20;Married;Male;philip4@adventure-works.com;Partial College;Skilled Manual;Person;;Philip Alvarez
2660;125;568;Ross;Jordan;1957-07-27;Single;Male;ross1@adventure-works.com;Partial College;Skilled Manual;Person;;Ross Jordan
2661;126;692;Dana;Navarro;1956-04-08;Single;Female;dana2@adventure-works.com;Partial College;Skilled Manual;Person;;Dana Navarro
2662;127;519;Shaun;Carson;1949-04-07;Married;Male;shaun16@adventure-works.com;High School;Skilled Manual;Person;;Shaun Carson
2663;128;690;Jan;Edwards;1975-10-21;Married;Female;jan11@adventure-works.com;High School;Skilled Manual;Person;;Jan Edwards
2664;129;678;Samantha;Long;1975-12-05;Married;Female;samantha35@adventure-works.com;High School;Skilled Manual;Person;;Samantha Long
2665;130;694;Julia;Wright;1975-08-05;Single;Female;julia17@adventure-works.com;High School;Skilled Manual;Person;;Julia Wright
2666;131;500;Caroline;Russell;1980-01-06;Married;Female;caroline21@adventure-works.com;High School;Skilled Manual;Person;;Caroline Russell
2667;132;490;Amanda;Rivera;1980-03-12;Married;Female;amanda7@adventure-works.com;High School;Skilled Manual;Person;;Amanda Rivera
2668;133;647;Melissa;Richardson;1980-10-26;Single;Female;melissa31@adventure-works.com;High School;Skilled Manual;Person;;Melissa Richardson
2669;134;644;Angela;Griffin;1980-09-08;Single;Female;angela23@adventure-works.com;Partial High School;Clerical;Person;;Angela Griffin
2670;135;531;Larry;Townsend;1946-02-26;Single;Male;larry14@adventure-works.com;High School;Skilled Manual;Person;;Larry Townsend
2671;136;445;Marcus;Harris;1979-11-03;Single;Male;marcus14@adventure-works.com;Partial High School;Clerical;Person;;Marcus Harris
2672;137;511;Brianna;Morgan;1978-10-26;Single;Female;brianna30@adventure-works.com;High School;Skilled Manual;Person;;Brianna Morgan
2673;138;551;Jasmine;Taylor;1978-07-20;Married;Female;jasmine7@adventure-works.com;High School;Skilled Manual;Person;;Jasmine Taylor
2674;139;633;Lauren;Davis;1978-09-15;Married;Female;lauren23@adventure-works.com;High School;Skilled Manual;Person;;Lauren Davis
2675;140;613;Tanya;Moreno;1938-11-09;Single;Female;tanya2@adventure-works.com;Partial College;Clerical;Person;;Tanya Moreno
2676;141;443;Javier;Alvarez;1977-02-11;Single;Male;javier1@adventure-works.com;Partial High School;Clerical;Person;;Javier Alvarez
2677;142;472;Nicole;Ramirez;1977-06-21;Married;Female;nicole42@adventure-works.com;High School;Skilled Manual;Person;;Nicole Ramirez
2678;143;647;Eduardo;Patterson;1977-08-14;Single;Male;eduardo55@adventure-works.com;High School;Skilled Manual;Person;;Eduardo Patterson
2679;144;645;Jonathan;Henderson;1977-02-04;Married;Male;jonathan4@adventure-works.com;High School;Skilled Manual;Person;;Jonathan Henderson
2680;145;577;Edward;Hernandez;1979-09-09;Single;Male;edward48@adventure-works.com;High School;Skilled Manual;Person;;Edward Hernandez
2681;146;580;Jasmine;Coleman;1979-12-08;Single;Female;jasmine46@adventure-works.com;High School;Skilled Manual;Person;;Jasmine Coleman
2682;147;509;Karla;Goel;1939-08-26;Single;Female;karla20@adventure-works.com;Bachelors;Management;Person;;Karla Goel
2683;148;568;Ernest;Wu;1939-02-05;Married;Male;ernest6@adventure-works.com;Graduate Degree;Management;Person;;Ernest Wu
2684;149;478;Ross;Vazquez;1941-08-16;Married;Male;ross32@adventure-works.com;Bachelors;Management;Person;;Ross Vazquez
2685;150;492;Theodore;Gill;1941-04-20;Married;Male;theodore14@adventure-works.com;Bachelors;Management;Person;;Theodore Gill
2686;151;699;Russell;Shen;1941-03-15;Single;Male;russell6@adventure-works.com;Bachelors;Management;Person;;Russell Shen
2687;152;558;Melinda;Gill;1942-02-25;Single;Female;melinda9@adventure-works.com;Graduate Degree;Management;Person;;Melinda Gill
2688;153;537;James;Williams;1976-01-10;Single;Male;james77@adventure-works.com;High School;Skilled Manual;Person;;James Williams
2689;154;678;Angela;James;1976-06-23;Married;Female;angela34@adventure-works.com;High School;Skilled Manual;Person;;Angela James
2690;155;573;Megan;Walker;1976-08-21;Single;Female;megan25@adventure-works.com;Partial College;Skilled Manual;Person;;Megan Walker
2691;156;443;Hunter;Robinson;1976-01-26;Single;Male;hunter50@adventure-works.com;Partial College;Skilled Manual;Person;;Hunter Robinson
2692;157;645;Maria;Roberts;1976-02-07;Single;Female;maria47@adventure-works.com;Partial College;Skilled Manual;Person;;Maria Roberts
2693;158;559;Hannah;Long;1975-06-11;Married;Female;hannah32@adventure-works.com;High School;Skilled Manual;Person;;Hannah Long
2694;159;690;Jason;Wright;1975-10-08;Single;Male;jason46@adventure-works.com;High School;Skilled Manual;Person;;Jason Wright
2695;160;707;Brianna;Hughes;1975-09-17;Single;Female;brianna57@adventure-works.com;High School;Skilled Manual;Person;;Brianna Hughes
2696;161;470;Maurice;Tang;1974-01-08;Single;Male;maurice4@adventure-works.com;Partial College;Skilled Manual;Person;;Maurice Tang
2697;162;470;Emily;Wood;1974-04-22;Single;Female;emily27@adventure-works.com;Partial College;Skilled Manual;Person;;Emily Wood
2698;163;643;Chase;Cox;1974-03-05;Single;Male;chase10@adventure-works.com;Partial College;Skilled Manual;Person;;Chase Cox
2699;164;552;Gabriel;Wang;1974-12-20;Married;Male;gabriel21@adventure-works.com;Partial College;Skilled Manual;Person;;Gabriel Wang
2700;165;560;Devin;Brooks;1974-05-05;Single;Male;devin63@adventure-works.com;Partial College;Skilled Manual;Person;;Devin Brooks
2701;166;520;Jocelyn;Alexander;1973-07-18;Married;Female;jocelyn18@adventure-works.com;Partial College;Skilled Manual;Person;;Jocelyn Alexander
2702;167;522;Ashley;Martinez;1972-04-24;Single;Female;ashley18@adventure-works.com;Partial College;Skilled Manual;Person;;Ashley Martinez
2703;168;495;Jasmine;Barnes;1972-08-01;Single;Female;jasmine43@adventure-works.com;Bachelors;Management;Person;;Jasmine Barnes
2704;169;520;David;Rodriguez;1968-05-15;Single;Male;david83@adventure-works.com;Bachelors;Management;Person;;David Rodriguez
2705;170;619;Bryce;Richardson;1968-06-22;Married;Male;bryce8@adventure-works.com;Bachelors;Management;Person;;Bryce Richardson
2706;171;597;Carol;Howard;1968-02-05;Married;Female;carol5@adventure-works.com;Bachelors;Management;Person;;Carol Howard
2707;172;707;Jonathan;Hill;1967-10-09;Single;Male;jonathan43@adventure-works.com;Bachelors;Management;Person;;Jonathan Hill
2708;173;507;Gabrielle;Adams;1967-11-21;Married;Female;gabrielle58@adventure-works.com;Bachelors;Management;Person;;Gabrielle Adams
2709;174;703;Sarah;Thomas;1967-09-01;Single;Female;sarah13@adventure-works.com;Graduate Degree;Management;Person;;Sarah Thomas
2710;175;653;Nicholas;Robinson;1967-07-13;Married;Male;nicholas19@adventure-works.com;Graduate Degree;Management;Person;;Nicholas Robinson
2711;176;430;Luis;Wang;1963-03-05;Single;Male;luis24@adventure-works.com;Partial College;Skilled Manual;Person;;Luis Wang
2712;177;490;Mason;Roberts;1968-01-25;Married;Male;mason25@adventure-works.com;Bachelors;Management;Person;;Mason Roberts
2713;178;688;Jose;Flores;1942-07-04;Married;Male;jose6@adventure-works.com;Graduate Degree;Management;Person;;Jose Flores
2714;179;645;Nathan;Johnson;1943-08-24;Married;Male;nathan55@adventure-works.com;Graduate Degree;Management;Person;;Nathan Johnson
2715;180;430;Molly;Rodriguez;1943-06-14;Married;Female;molly18@adventure-works.com;Graduate Degree;Management;Person;;Molly Rodriguez
2716;181;610;April;Anand;1943-01-02;Married;Female;april18@adventure-works.com;Bachelors;Management;Person;;April Anand
2717;182;653;Devin;Martin;1943-08-08;Married;Male;devin13@adventure-works.com;Graduate Degree;Management;Person;;Devin Martin
2718;183;694;Stephanie;Torres;1944-08-25;Single;Female;stephanie19@adventure-works.com;Bachelors;Management;Person;;Stephanie Torres
2719;184;691;Jasmine;Lee;1944-07-15;Single;Female;jasmine19@adventure-works.com;Bachelors;Management;Person;;Jasmine Lee
2720;185;470;Meghan;Hernandez;1944-11-16;Single;Female;meghan3@adventure-works.com;Bachelors;Management;Person;;Meghan Hernandez
2721;186;511;Ashley;Henderson;1944-10-08;Single;Female;ashley31@adventure-works.com;Bachelors;Management;Person;;Ashley Henderson
2722;187;527;Sarah;Price;1944-05-21;Single;Female;sarah25@adventure-works.com;Bachelors;Management;Person;;Sarah Price
2723;188;597;Jennifer;Cooper;1944-02-22;Married;Female;jennifer63@adventure-works.com;Graduate Degree;Management;Person;;Jennifer Cooper
2724;189;690;Catherine;Morris;1944-09-06;Married;Female;catherine16@adventure-works.com;Graduate Degree;Management;Person;;Catherine Morris
2725;190;583;Lawrence;Blanco;1944-07-15;Single;Male;lawrence14@adventure-works.com;Graduate Degree;Management;Person;;Lawrence Blanco
2726;191;430;Carson;Bryant;1944-06-22;Married;Male;carson17@adventure-works.com;Bachelors;Management;Person;;Carson Bryant
2727;192;469;Kristi;Perez;1945-12-18;Single;Female;kristi39@adventure-works.com;Bachelors;Management;Person;;Kristi Perez
2728;193;693;James;Brown;1945-09-13;Married;Male;james79@adventure-works.com;Bachelors;Management;Person;;James Brown
2729;194;573;Ian;Gray;1945-02-13;Married;Male;ian72@adventure-works.com;Bachelors;Management;Person;;Ian Gray
2730;195;527;Jacqueline;Price;1945-06-10;Married;Female;jacqueline0@adventure-works.com;Bachelors;Management;Person;;Jacqueline Price
2731;196;678;Megan;Henderson;1946-02-10;Married;Female;megan55@adventure-works.com;Bachelors;Management;Person;;Megan Henderson
2732;197;580;Alfredo;Romero;1946-06-07;Married;Male;alfredo10@adventure-works.com;Bachelors;Management;Person;;Alfredo Romero
2733;198;693;Andrea;Morris;1946-06-18;Married;Female;andrea18@adventure-works.com;Bachelors;Management;Person;;Andrea Morris
2734;199;691;Brooke;Sanders;1946-11-26;Single;Female;brooke3@adventure-works.com;Bachelors;Management;Person;;Brooke Sanders
2735;200;445;Jacqueline;Bennett;1946-11-06;Married;Female;jacqueline1@adventure-works.com;Bachelors;Management;Person;;Jacqueline Bennett
2736;201;701;Jason;Griffin;1947-11-22;Married;Male;jason18@adventure-works.com;Bachelors;Management;Person;;Jason Griffin
2737;202;547;Amanda;Foster;1947-08-18;Married;Female;amanda37@adventure-works.com;Bachelors;Management;Person;;Amanda Foster
2738;203;645;Alexia;Price;1947-08-26;Married;Female;alexia0@adventure-works.com;Bachelors;Management;Person;;Alexia Price
2739;204;675;Luis;Diaz;1948-08-21;Married;Male;luis21@adventure-works.com;High School;Professional;Person;;Luis Diaz
2740;205;580;Destiny;Rivera;1948-06-01;Married;Female;destiny33@adventure-works.com;High School;Professional;Person;;Destiny Rivera
2741;206;597;Abby;Fernandez;1948-07-24;Married;Female;abby13@adventure-works.com;High School;Professional;Person;;Abby Fernandez
2742;207;507;Blake;Flores;1948-09-24;Married;Male;blake60@adventure-works.com;Partial College;Professional;Person;;Blake Flores
2743;208;678;Danielle;Cox;1948-07-19;Single;Female;danielle12@adventure-works.com;Partial College;Professional;Person;;Danielle Cox
2744;209;633;Maria;Reed;1948-02-04;Married;Female;maria4@adventure-works.com;Bachelors;Management;Person;;Maria Reed
2745;210;505;Allison;Evans;1948-01-13;Married;Female;allison21@adventure-works.com;Bachelors;Management;Person;;Allison Evans
2746;211;570;Edward;Wood;1948-06-08;Married;Male;edward50@adventure-works.com;Partial College;Professional;Person;;Edward Wood
2747;212;490;Samantha;Russell;1949-10-12;Married;Female;samantha42@adventure-works.com;High School;Professional;Person;;Samantha Russell
2748;213;511;Chloe;Campbell;1949-11-05;Married;Female;chloe4@adventure-works.com;High School;Professional;Person;;Chloe Campbell
2749;214;479;Stephanie;Murphy;1949-05-14;Single;Female;stephanie11@adventure-works.com;Partial College;Professional;Person;;Stephanie Murphy
2750;215;660;Charles;Miller;1949-11-07;Single;Male;charles9@adventure-works.com;Partial College;Professional;Person;;Charles Miller
2751;216;682;Ana;Perry;1950-06-21;Married;Female;ana7@adventure-works.com;Partial High School;Skilled Manual;Person;;Ana Perry
2752;217;536;Jasmine;Torres;1950-05-20;Single;Female;jasmine32@adventure-works.com;Partial College;Professional;Person;;Jasmine Torres
2753;218;536;Natalie;Adams;1950-02-11;Single;Female;natalie58@adventure-works.com;Partial College;Professional;Person;;Natalie Adams
2754;219;559;Olivia;Brown;1950-09-11;Single;Female;olivia4@adventure-works.com;Partial College;Professional;Person;;Olivia Brown
2755;220;573;Charles;Cook;1950-12-02;Married;Male;charles69@adventure-works.com;High School;Professional;Person;;Charles Cook
2756;221;469;Erica;Huang;1950-02-23;Married;Female;erica5@adventure-works.com;Partial College;Professional;Person;;Erica Huang
2757;222;645;Nathan;Perry;1950-06-10;Married;Male;nathan3@adventure-works.com;Partial College;Professional;Person;;Nathan Perry
2758;223;547;Alexandra;Rivera;1950-08-17;Married;Female;alexandra11@adventure-works.com;Bachelors;Management;Person;;Alexandra Rivera
2759;224;499;Hailey;Patterson;1951-09-16;Single;Female;hailey30@adventure-works.com;High School;Professional;Person;;Hailey Patterson
2760;225;597;Tiffany;Li;1951-09-06;Single;Female;tiffany3@adventure-works.com;High School;Professional;Person;;Tiffany Li
2761;226;678;Madison;Lee;1951-02-16;Married;Female;madison22@adventure-works.com;Partial College;Professional;Person;;Madison Lee
2762;227;703;Sydney;Ross;1951-09-27;Married;Female;sydney26@adventure-works.com;Partial College;Professional;Person;;Sydney Ross
2763;228;469;Marshall;Chavez;1951-08-12;Single;Male;marshall35@adventure-works.com;Partial College;Professional;Person;;Marshall Chavez
2764;229;625;Ashley;Jones;1951-04-19;Married;Female;ashley3@adventure-works.com;Partial College;Professional;Person;;Ashley Jones
2765;230;538;Adrian;Stewart;1951-12-03;Single;Male;adrian21@adventure-works.com;Partial College;Professional;Person;;Adrian Stewart
2766;231;547;Amber;Turner;1951-04-03;Married;Female;amber4@adventure-works.com;Partial College;Professional;Person;;Amber Turner
2767;232;442;Dennis;Zhang;1952-11-14;Married;Male;dennis1@adventure-works.com;High School;Professional;Person;;Dennis Zhang
2768;233;627;Hailey;Bryant;1952-09-27;Married;Female;hailey38@adventure-works.com;High School;Professional;Person;;Hailey Bryant
2769;234;584;Todd;Li;1952-09-09;Married;Male;todd5@adventure-works.com;Partial College;Professional;Person;;Todd Li
2770;235;652;Anna;Griffin;1952-11-19;Single;Female;anna46@adventure-works.com;Partial College;Professional;Person;;Anna Griffin
2771;236;577;Angel;Stewart;1952-02-08;Married;Male;angel24@adventure-works.com;Partial College;Professional;Person;;Angel Stewart
2772;237;583;Jeremy;Butler;1952-03-05;Single;Male;jeremy29@adventure-works.com;Partial College;Professional;Person;;Jeremy Butler
2773;238;696;Clarence;Anand;1958-09-23;Single;Male;clarence36@adventure-works.com;Bachelors;Management;Person;;Clarence Anand
2774;239;588;Mayra;Prasad;1958-08-10;Single;Female;mayra9@adventure-works.com;Bachelors;Management;Person;;Mayra Prasad
2775;240;506;Latoya;Goel;1958-10-06;Married;Female;latoya18@adventure-works.com;Partial College;Professional;Person;;Latoya Goel
2776;241;704;Anne;Hernandez;1958-12-11;Married;Female;anne4@adventure-works.com;Partial College;Professional;Person;;Anne Hernandez
2777;242;503;Lisa;Cai;1957-10-11;Single;Female;lisa24@adventure-works.com;Partial College;Professional;Person;;Lisa Cai
2778;243;564;Larry;Munoz;1957-11-11;Married;Male;larry9@adventure-works.com;Partial College;Professional;Person;;Larry Munoz
2779;244;481;Robin;Alvarez;1957-10-09;Married;Female;robin2@adventure-works.com;Partial College;Professional;Person;;Robin Alvarez
2780;245;541;Alexis;Coleman;1957-11-26;Single;Female;alexis28@adventure-works.com;Bachelors;Management;Person;;Alexis Coleman
2781;246;662;Ricky;Vazquez;1956-10-27;Married;Male;ricky15@adventure-works.com;High School;Professional;Person;;Ricky Vazquez
2782;247;662;Latasha;Rubio;1956-10-09;Married;Female;latasha21@adventure-works.com;High School;Professional;Person;;Latasha Rubio
2783;248;498;Claudia;Zhou;1956-06-06;Single;Female;claudia7@adventure-works.com;Partial College;Professional;Person;;Claudia Zhou
2784;249;545;Tristan;Alexander;1955-03-26;Married;Male;tristan19@adventure-works.com;Partial College;Professional;Person;;Tristan Alexander
2785;250;556;Cindy;Patel;1955-07-13;Married;Female;cindy3@adventure-works.com;Partial College;Professional;Person;;Cindy Patel
